## Data from seed predation experiment of
## Duncan, R. S. & Duncan, V. E. (2000) 
## Forest Succession and Distance from Forest Edge in an Afro-Tropical Grassland 
## Biotropica, 32:33--41
## At each station, 5 seeds of one of 8 species were placed
## Approximately once per week for 8 months, the number of seeds remaining were observed.
## Each station was located in an abandoned agricultural field 
## at one of two distances from the forest edge: (10m and 25m)
##    'seeds' records the number of seeds present
##    'available' equals 'seeds' at the previous timepoint
##    'taken' is the number of seeds presumably devoured by seed predators
##    'tcum' is the time (in da) since the beginning of the experiment
##    'tint' is the duration of the interval since the last observation
"station" "dist" "species" "date" "seeds" "tcum" "tint" "taken" "available"
"42" "10" "uva" 1999-10-31 4 220 5 0 4
"42" "10" "uva" 1999-11-07 4 227 7 0 4
"42" "10" "uva" 1999-11-14 4 234 7 0 4
"42" "10" "uva" 1999-11-21 4 241 7 0 4
"42" "10" "uva" 1999-11-28 4 248 7 0 4
"43" "10" "pol" 1999-03-25 0 0 NA NA NA
"43" "10" "pol" 1999-03-28 0 3 3 0 0
"43" "10" "pol" 1999-04-04 0 10 7 0 0
"43" "10" "pol" 1999-04-11 0 17 7 0 0
"43" "10" "pol" 1999-04-18 0 24 7 0 0
"43" "10" "pol" 1999-04-25 0 31 7 0 0
"43" "10" "pol" 1999-05-03 0 39 8 0 0
"43" "10" "pol" 1999-05-10 0 46 7 0 0
"43" "10" "pol" 1999-05-17 0 53 7 0 0
"43" "10" "pol" 1999-05-24 0 60 7 0 0
"43" "10" "pol" 1999-05-31 0 67 7 0 0
"43" "10" "pol" 1999-06-07 0 74 7 0 0
"43" "10" "pol" 1999-06-13 0 80 6 0 0
"43" "10" "pol" 1999-06-20 0 87 7 0 0
"43" "10" "pol" 1999-06-27 0 94 7 0 0
"43" "10" "pol" 1999-07-05 0 102 8 0 0
"43" "10" "pol" 1999-07-11 0 108 6 0 0
"43" "10" "pol" 1999-07-18 0 115 7 0 0
"43" "10" "pol" 1999-07-25 0 122 7 0 0
"43" "10" "pol" 1999-08-01 0 129 7 0 0
"43" "10" "pol" 1999-08-08 0 136 7 0 0
"43" "10" "pol" 1999-08-15 0 143 7 0 0
"43" "10" "pol" 1999-08-22 0 150 7 0 0
"43" "10" "pol" 1999-08-30 0 158 8 0 0
"43" "10" "pol" 1999-09-05 0 164 6 0 0
"43" "10" "pol" 1999-09-15 0 174 10 0 0
"43" "10" "pol" 1999-09-19 0 178 4 0 0
"43" "10" "pol" 1999-09-28 0 187 9 0 0
"43" "10" "pol" 1999-10-03 0 192 5 0 0
"43" "10" "pol" 1999-10-12 0 201 9 0 0
"43" "10" "pol" 1999-10-19 0 208 7 0 0
"43" "10" "pol" 1999-10-26 0 215 7 0 0
"43" "10" "pol" 1999-10-31 0 220 5 0 0
"43" "10" "pol" 1999-11-07 0 227 7 0 0
"43" "10" "pol" 1999-11-14 0 234 7 0 0
"43" "10" "pol" 1999-11-21 0 241 7 0 0
"43" "10" "pol" 1999-11-28 0 248 7 0 0
"44" "10" "dio" 1999-03-25 5 0 NA NA NA
"44" "10" "dio" 1999-03-28 0 3 3 5 5
"44" "10" "dio" 1999-04-04 0 10 7 0 0
"44" "10" "dio" 1999-04-11 0 17 7 0 0
"44" "10" "dio" 1999-04-18 0 24 7 0 0
"44" "10" "dio" 1999-04-25 0 31 7 0 0
"44" "10" "dio" 1999-05-03 0 39 8 0 0
"44" "10" "dio" 1999-05-10 0 46 7 0 0
"44" "10" "dio" 1999-05-17 0 53 7 0 0
"44" "10" "dio" 1999-05-24 0 60 7 0 0
"44" "10" "dio" 1999-05-31 0 67 7 0 0
"44" "10" "dio" 1999-06-07 0 74 7 0 0
"44" "10" "dio" 1999-06-13 0 80 6 0 0
"44" "10" "dio" 1999-06-20 0 87 7 0 0
"44" "10" "dio" 1999-06-27 0 94 7 0 0
"44" "10" "dio" 1999-07-05 0 102 8 0 0
"44" "10" "dio" 1999-07-11 0 108 6 0 0
"44" "10" "dio" 1999-07-18 0 115 7 0 0
"44" "10" "dio" 1999-07-25 0 122 7 0 0
"44" "10" "dio" 1999-08-01 0 129 7 0 0
"44" "10" "dio" 1999-08-08 0 136 7 0 0
"44" "10" "dio" 1999-08-15 0 143 7 0 0
"44" "10" "dio" 1999-08-22 0 150 7 0 0
"44" "10" "dio" 1999-08-30 0 158 8 0 0
"44" "10" "dio" 1999-09-05 0 164 6 0 0
"44" "10" "dio" 1999-09-15 0 174 10 0 0
"44" "10" "dio" 1999-09-19 0 178 4 0 0
"44" "10" "dio" 1999-09-28 0 187 9 0 0
"44" "10" "dio" 1999-10-03 0 192 5 0 0
"44" "10" "dio" 1999-10-12 0 201 9 0 0
"44" "10" "dio" 1999-10-19 0 208 7 0 0
"44" "10" "dio" 1999-10-26 0 215 7 0 0
"44" "10" "dio" 1999-10-31 0 220 5 0 0
"44" "10" "dio" 1999-11-07 0 227 7 0 0
"44" "10" "dio" 1999-11-14 0 234 7 0 0
"44" "10" "dio" 1999-11-21 0 241 7 0 0
"44" "10" "dio" 1999-11-28 0 248 7 0 0
"45" "10" "cor" 1999-03-25 5 0 NA NA NA
"45" "10" "cor" 1999-03-28 5 3 3 0 5
"45" "10" "cor" 1999-04-04 1 10 7 4 5
"45" "10" "cor" 1999-04-11 0 17 7 1 1
"45" "10" "cor" 1999-04-18 0 24 7 0 0
"45" "10" "cor" 1999-04-25 0 31 7 0 0
"45" "10" "cor" 1999-05-03 0 39 8 0 0
"45" "10" "cor" 1999-05-10 0 46 7 0 0
"45" "10" "cor" 1999-05-17 0 53 7 0 0
"45" "10" "cor" 1999-05-24 0 60 7 0 0
"45" "10" "cor" 1999-05-31 0 67 7 0 0
"45" "10" "cor" 1999-06-07 0 74 7 0 0
"45" "10" "cor" 1999-06-13 0 80 6 0 0
"45" "10" "cor" 1999-06-20 0 87 7 0 0
"45" "10" "cor" 1999-06-27 0 94 7 0 0
"45" "10" "cor" 1999-07-05 0 102 8 0 0
"45" "10" "cor" 1999-07-11 0 108 6 0 0
"45" "10" "cor" 1999-07-18 0 115 7 0 0
"45" "10" "cor" 1999-07-25 0 122 7 0 0
"45" "10" "cor" 1999-08-01 0 129 7 0 0
"45" "10" "cor" 1999-08-08 0 136 7 0 0
"45" "10" "cor" 1999-08-15 0 143 7 0 0
"45" "10" "cor" 1999-08-22 0 150 7 0 0
"45" "10" "cor" 1999-08-30 0 158 8 0 0
"45" "10" "cor" 1999-09-05 0 164 6 0 0
"45" "10" "cor" 1999-09-15 0 174 10 0 0
"45" "10" "cor" 1999-09-19 0 178 4 0 0
"45" "10" "cor" 1999-09-28 0 187 9 0 0
"45" "10" "cor" 1999-10-03 0 192 5 0 0
"45" "10" "cor" 1999-10-12 0 201 9 0 0
"45" "10" "cor" 1999-10-19 0 208 7 0 0
"45" "10" "cor" 1999-10-26 0 215 7 0 0
"45" "10" "cor" 1999-10-31 0 220 5 0 0
"45" "10" "cor" 1999-11-07 0 227 7 0 0
"45" "10" "cor" 1999-11-14 0 234 7 0 0
"45" "10" "cor" 1999-11-21 0 241 7 0 0
"45" "10" "cor" 1999-11-28 0 248 7 0 0
"46" "10" "abz" 1999-03-25 0 0 NA NA NA
"46" "10" "abz" 1999-03-28 0 3 3 0 0
"46" "10" "abz" 1999-04-04 0 10 7 0 0
"46" "10" "abz" 1999-04-11 0 17 7 0 0
"46" "10" "abz" 1999-04-18 0 24 7 0 0
"46" "10" "abz" 1999-04-25 0 31 7 0 0
"46" "10" "abz" 1999-05-03 0 39 8 0 0
"46" "10" "abz" 1999-05-10 0 46 7 0 0
"46" "10" "abz" 1999-05-17 0 53 7 0 0
"46" "10" "abz" 1999-05-24 0 60 7 0 0
"46" "10" "abz" 1999-05-31 0 67 7 0 0
"46" "10" "abz" 1999-06-07 0 74 7 0 0
"46" "10" "abz" 1999-06-13 0 80 6 0 0
"46" "10" "abz" 1999-06-20 0 87 7 0 0
"46" "10" "abz" 1999-06-27 0 94 7 0 0
"46" "10" "abz" 1999-07-05 0 102 8 0 0
"46" "10" "abz" 1999-07-11 0 108 6 0 0
"46" "10" "abz" 1999-07-18 0 115 7 0 0
"46" "10" "abz" 1999-07-25 0 122 7 0 0
"46" "10" "abz" 1999-08-01 0 129 7 0 0
"46" "10" "abz" 1999-08-08 0 136 7 0 0
"46" "10" "abz" 1999-08-15 0 143 7 0 0
"46" "10" "abz" 1999-08-22 0 150 7 0 0
"46" "10" "abz" 1999-08-30 0 158 8 0 0
"46" "10" "abz" 1999-09-05 0 164 6 0 0
"46" "10" "abz" 1999-09-15 0 174 10 0 0
"46" "10" "abz" 1999-09-19 0 178 4 0 0
"46" "10" "abz" 1999-09-28 0 187 9 0 0
"46" "10" "abz" 1999-10-03 0 192 5 0 0
"46" "10" "abz" 1999-10-12 0 201 9 0 0
"46" "10" "abz" 1999-10-19 0 208 7 0 0
"46" "10" "abz" 1999-10-26 0 215 7 0 0
"46" "10" "abz" 1999-10-31 0 220 5 0 0
"46" "10" "abz" 1999-11-07 0 227 7 0 0
"46" "10" "abz" 1999-11-14 0 234 7 0 0
"46" "10" "abz" 1999-11-21 0 241 7 0 0
"46" "10" "abz" 1999-11-28 0 248 7 0 0
"47" "10" "cd" 1999-03-25 0 0 NA NA NA
"47" "10" "cd" 1999-03-28 0 3 3 0 0
"47" "10" "cd" 1999-04-04 0 10 7 0 0
"47" "10" "cd" 1999-04-11 0 17 7 0 0
"47" "10" "cd" 1999-04-18 0 24 7 0 0
"47" "10" "cd" 1999-04-25 0 31 7 0 0
"47" "10" "cd" 1999-05-03 0 39 8 0 0
"47" "10" "cd" 1999-05-10 0 46 7 0 0
"47" "10" "cd" 1999-05-17 0 53 7 0 0
"47" "10" "cd" 1999-05-24 0 60 7 0 0
"47" "10" "cd" 1999-05-31 0 67 7 0 0
"47" "10" "cd" 1999-06-07 0 74 7 0 0
"47" "10" "cd" 1999-06-13 0 80 6 0 0
"47" "10" "cd" 1999-06-20 0 87 7 0 0
"47" "10" "cd" 1999-06-27 0 94 7 0 0
"47" "10" "cd" 1999-07-05 0 102 8 0 0
"47" "10" "cd" 1999-07-11 0 108 6 0 0
"47" "10" "cd" 1999-07-18 0 115 7 0 0
"47" "10" "cd" 1999-07-25 0 122 7 0 0
"47" "10" "cd" 1999-08-01 0 129 7 0 0
"47" "10" "cd" 1999-08-08 0 136 7 0 0
"47" "10" "cd" 1999-08-15 0 143 7 0 0
"47" "10" "cd" 1999-08-22 0 150 7 0 0
"47" "10" "cd" 1999-08-30 0 158 8 0 0
"47" "10" "cd" 1999-09-05 0 164 6 0 0
"47" "10" "cd" 1999-09-15 0 174 10 0 0
"47" "10" "cd" 1999-09-19 0 178 4 0 0
"47" "10" "cd" 1999-09-28 0 187 9 0 0
"47" "10" "cd" 1999-10-03 0 192 5 0 0
"47" "10" "cd" 1999-10-12 0 201 9 0 0
"47" "10" "cd" 1999-10-19 0 208 7 0 0
"47" "10" "cd" 1999-10-26 0 215 7 0 0
"47" "10" "cd" 1999-10-31 0 220 5 0 0
"47" "10" "cd" 1999-11-07 0 227 7 0 0
"47" "10" "cd" 1999-11-14 0 234 7 0 0
"47" "10" "cd" 1999-11-21 0 241 7 0 0
"47" "10" "cd" 1999-11-28 0 248 7 0 0
"48" "10" "mmu" 1999-03-25 0 0 NA NA NA
"48" "10" "mmu" 1999-03-28 0 3 3 0 0
"48" "10" "mmu" 1999-04-04 0 10 7 0 0
"48" "10" "mmu" 1999-04-11 0 17 7 0 0
"48" "10" "mmu" 1999-04-18 0 24 7 0 0
"48" "10" "mmu" 1999-04-25 0 31 7 0 0
"48" "10" "mmu" 1999-05-03 0 39 8 0 0
"48" "10" "mmu" 1999-05-10 0 46 7 0 0
"48" "10" "mmu" 1999-05-17 0 53 7 0 0
"48" "10" "mmu" 1999-05-24 0 60 7 0 0
"48" "10" "mmu" 1999-05-31 0 67 7 0 0
"48" "10" "mmu" 1999-06-07 0 74 7 0 0
"48" "10" "mmu" 1999-06-13 0 80 6 0 0
"48" "10" "mmu" 1999-06-20 0 87 7 0 0
"48" "10" "mmu" 1999-06-27 0 94 7 0 0
"48" "10" "mmu" 1999-07-05 0 102 8 0 0
"48" "10" "mmu" 1999-07-11 0 108 6 0 0
"48" "10" "mmu" 1999-07-18 0 115 7 0 0
"48" "10" "mmu" 1999-07-25 0 122 7 0 0
"48" "10" "mmu" 1999-08-01 0 129 7 0 0
"48" "10" "mmu" 1999-08-08 0 136 7 0 0
"48" "10" "mmu" 1999-08-15 0 143 7 0 0
"48" "10" "mmu" 1999-08-22 0 150 7 0 0
"48" "10" "mmu" 1999-08-30 0 158 8 0 0
"48" "10" "mmu" 1999-09-05 0 164 6 0 0
"48" "10" "mmu" 1999-09-15 0 174 10 0 0
"48" "10" "mmu" 1999-09-19 0 178 4 0 0
"48" "10" "mmu" 1999-09-28 0 187 9 0 0
"48" "10" "mmu" 1999-10-03 0 192 5 0 0
"48" "10" "mmu" 1999-10-12 0 201 9 0 0
"48" "10" "mmu" 1999-10-19 0 208 7 0 0
"48" "10" "mmu" 1999-10-26 0 215 7 0 0
"48" "10" "mmu" 1999-10-31 0 220 5 0 0
"48" "10" "mmu" 1999-11-07 0 227 7 0 0
"48" "10" "mmu" 1999-11-14 0 234 7 0 0
"48" "10" "mmu" 1999-11-21 0 241 7 0 0
"48" "10" "mmu" 1999-11-28 0 248 7 0 0
"49" "10" "psd" 1999-03-25 0 0 NA NA NA
"49" "10" "psd" 1999-03-28 0 3 3 0 0
"49" "10" "psd" 1999-04-04 0 10 7 0 0
"49" "10" "psd" 1999-04-11 0 17 7 0 0
"49" "10" "psd" 1999-04-18 0 24 7 0 0
"49" "10" "psd" 1999-04-25 0 31 7 0 0
"49" "10" "psd" 1999-05-03 0 39 8 0 0
"49" "10" "psd" 1999-05-10 0 46 7 0 0
"49" "10" "psd" 1999-05-17 0 53 7 0 0
"49" "10" "psd" 1999-05-24 0 60 7 0 0
"49" "10" "psd" 1999-05-31 0 67 7 0 0
"49" "10" "psd" 1999-06-07 0 74 7 0 0
"49" "10" "psd" 1999-06-13 0 80 6 0 0
"49" "10" "psd" 1999-06-20 0 87 7 0 0
"49" "10" "psd" 1999-06-27 0 94 7 0 0
"49" "10" "psd" 1999-07-05 0 102 8 0 0
"49" "10" "psd" 1999-07-11 0 108 6 0 0
"49" "10" "psd" 1999-07-18 0 115 7 0 0
"49" "10" "psd" 1999-07-25 0 122 7 0 0
"49" "10" "psd" 1999-08-01 0 129 7 0 0
"49" "10" "psd" 1999-08-08 0 136 7 0 0
"49" "10" "psd" 1999-08-15 0 143 7 0 0
"49" "10" "psd" 1999-08-22 0 150 7 0 0
"49" "10" "psd" 1999-08-30 0 158 8 0 0
"49" "10" "psd" 1999-09-05 0 164 6 0 0
"49" "10" "psd" 1999-09-15 0 174 10 0 0
"49" "10" "psd" 1999-09-19 0 178 4 0 0
"49" "10" "psd" 1999-09-28 0 187 9 0 0
"49" "10" "psd" 1999-10-03 0 192 5 0 0
"49" "10" "psd" 1999-10-12 0 201 9 0 0
"49" "10" "psd" 1999-10-19 0 208 7 0 0
"49" "10" "psd" 1999-10-26 0 215 7 0 0
"49" "10" "psd" 1999-10-31 0 220 5 0 0
"49" "10" "psd" 1999-11-07 0 227 7 0 0
"49" "10" "psd" 1999-11-14 0 234 7 0 0
"49" "10" "psd" 1999-11-21 0 241 7 0 0
"49" "10" "psd" 1999-11-28 0 248 7 0 0
"50" "10" "uva" 1999-03-25 1 0 NA NA NA
"50" "10" "uva" 1999-03-28 0 3 3 1 1
"50" "10" "uva" 1999-04-04 0 10 7 0 0
"50" "10" "uva" 1999-04-11 0 17 7 0 0
"50" "10" "uva" 1999-04-18 0 24 7 0 0
"50" "10" "uva" 1999-04-25 0 31 7 0 0
"50" "10" "uva" 1999-05-03 0 39 8 0 0
"50" "10" "uva" 1999-05-10 0 46 7 0 0
"50" "10" "uva" 1999-05-17 0 53 7 0 0
"50" "10" "uva" 1999-05-24 0 60 7 0 0
"50" "10" "uva" 1999-05-31 0 67 7 0 0
"50" "10" "uva" 1999-06-07 0 74 7 0 0
"50" "10" "uva" 1999-06-13 0 80 6 0 0
"50" "10" "uva" 1999-06-20 0 87 7 0 0
"50" "10" "uva" 1999-06-27 0 94 7 0 0
"50" "10" "uva" 1999-07-05 0 102 8 0 0
"50" "10" "uva" 1999-07-11 0 108 6 0 0
"50" "10" "uva" 1999-07-18 0 115 7 0 0
"50" "10" "uva" 1999-07-25 0 122 7 0 0
"50" "10" "uva" 1999-08-01 0 129 7 0 0
"50" "10" "uva" 1999-08-08 0 136 7 0 0
"50" "10" "uva" 1999-08-15 0 143 7 0 0
"50" "10" "uva" 1999-08-22 0 150 7 0 0
"50" "10" "uva" 1999-08-30 0 158 8 0 0
"50" "10" "uva" 1999-09-05 0 164 6 0 0
"50" "10" "uva" 1999-09-15 0 174 10 0 0
"50" "10" "uva" 1999-09-19 0 178 4 0 0
"50" "10" "uva" 1999-09-28 0 187 9 0 0
"50" "10" "uva" 1999-10-03 0 192 5 0 0
"50" "10" "uva" 1999-10-12 0 201 9 0 0
"50" "10" "uva" 1999-10-19 0 208 7 0 0
"50" "10" "uva" 1999-10-26 0 215 7 0 0
"50" "10" "uva" 1999-10-31 0 220 5 0 0
"50" "10" "uva" 1999-11-07 0 227 7 0 0
"50" "10" "uva" 1999-11-14 0 234 7 0 0
"50" "10" "uva" 1999-11-21 0 241 7 0 0
"50" "10" "uva" 1999-11-28 0 248 7 0 0
"51" "10" "pol" 1999-03-25 5 0 NA NA NA
"51" "10" "pol" 1999-03-28 5 3 3 0 5
"51" "10" "pol" 1999-04-04 5 10 7 0 5
"51" "10" "pol" 1999-04-11 5 17 7 0 5
"51" "10" "pol" 1999-04-18 5 24 7 0 5
"51" "10" "pol" 1999-04-25 5 31 7 0 5
"51" "10" "pol" 1999-05-03 5 39 8 0 5
"51" "10" "pol" 1999-05-10 5 46 7 0 5
"51" "10" "pol" 1999-05-17 5 53 7 0 5
"51" "10" "pol" 1999-05-24 5 60 7 0 5
"51" "10" "pol" 1999-05-31 5 67 7 0 5
"51" "10" "pol" 1999-06-07 1 74 7 4 5
"51" "10" "pol" 1999-06-13 1 80 6 0 1
"51" "10" "pol" 1999-06-20 1 87 7 0 1
"51" "10" "pol" 1999-06-27 1 94 7 0 1
"51" "10" "pol" 1999-07-05 1 102 8 0 1
"51" "10" "pol" 1999-07-11 1 108 6 0 1
"51" "10" "pol" 1999-07-18 1 115 7 0 1
"51" "10" "pol" 1999-07-25 1 122 7 0 1
"51" "10" "pol" 1999-08-01 1 129 7 0 1
"51" "10" "pol" 1999-08-08 1 136 7 0 1
"51" "10" "pol" 1999-08-15 1 143 7 0 1
"51" "10" "pol" 1999-08-22 1 150 7 0 1
"51" "10" "pol" 1999-08-30 1 158 8 0 1
"51" "10" "pol" 1999-09-05 1 164 6 0 1
"51" "10" "pol" 1999-09-15 1 174 10 0 1
"51" "10" "pol" 1999-09-19 1 178 4 0 1
"51" "10" "pol" 1999-09-28 1 187 9 0 1
"51" "10" "pol" 1999-10-03 1 192 5 0 1
"51" "10" "pol" 1999-10-12 1 201 9 0 1
"51" "10" "pol" 1999-10-19 1 208 7 0 1
"51" "10" "pol" 1999-10-26 1 215 7 0 1
"51" "10" "pol" 1999-10-31 1 220 5 0 1
"51" "10" "pol" 1999-11-07 1 227 7 0 1
"51" "10" "pol" 1999-11-14 1 234 7 0 1
"51" "10" "pol" 1999-11-21 1 241 7 0 1
"51" "10" "pol" 1999-11-28 1 248 7 0 1
"52" "10" "dio" 1999-03-25 5 0 NA NA NA
"52" "10" "dio" 1999-03-28 0 3 3 5 5
"52" "10" "dio" 1999-04-04 0 10 7 0 0
"52" "10" "dio" 1999-04-11 0 17 7 0 0
"52" "10" "dio" 1999-04-18 0 24 7 0 0
"52" "10" "dio" 1999-04-25 0 31 7 0 0
"52" "10" "dio" 1999-05-03 0 39 8 0 0
"52" "10" "dio" 1999-05-10 0 46 7 0 0
"52" "10" "dio" 1999-05-17 0 53 7 0 0
"52" "10" "dio" 1999-05-24 0 60 7 0 0
"52" "10" "dio" 1999-05-31 0 67 7 0 0
"52" "10" "dio" 1999-06-07 0 74 7 0 0
"52" "10" "dio" 1999-06-13 0 80 6 0 0
"52" "10" "dio" 1999-06-20 0 87 7 0 0
"52" "10" "dio" 1999-06-27 0 94 7 0 0
"52" "10" "dio" 1999-07-05 0 102 8 0 0
"52" "10" "dio" 1999-07-11 0 108 6 0 0
"52" "10" "dio" 1999-07-18 0 115 7 0 0
"52" "10" "dio" 1999-07-25 0 122 7 0 0
"52" "10" "dio" 1999-08-01 0 129 7 0 0
"52" "10" "dio" 1999-08-08 0 136 7 0 0
"52" "10" "dio" 1999-08-15 0 143 7 0 0
"52" "10" "dio" 1999-08-22 0 150 7 0 0
"52" "10" "dio" 1999-08-30 0 158 8 0 0
"52" "10" "dio" 1999-09-05 0 164 6 0 0
"52" "10" "dio" 1999-09-15 0 174 10 0 0
"52" "10" "dio" 1999-09-19 0 178 4 0 0
"52" "10" "dio" 1999-09-28 0 187 9 0 0
"52" "10" "dio" 1999-10-03 0 192 5 0 0
"52" "10" "dio" 1999-10-12 0 201 9 0 0
"52" "10" "dio" 1999-10-19 0 208 7 0 0
"52" "10" "dio" 1999-10-26 0 215 7 0 0
"52" "10" "dio" 1999-10-31 0 220 5 0 0
"52" "10" "dio" 1999-11-07 0 227 7 0 0
"52" "10" "dio" 1999-11-14 0 234 7 0 0
"52" "10" "dio" 1999-11-21 0 241 7 0 0
"52" "10" "dio" 1999-11-28 0 248 7 0 0
"53" "10" "cor" 1999-03-25 5 0 NA NA NA
"53" "10" "cor" 1999-03-28 4 3 3 1 5
"53" "10" "cor" 1999-04-04 0 10 7 4 4
"53" "10" "cor" 1999-04-11 0 17 7 0 0
"53" "10" "cor" 1999-04-18 0 24 7 0 0
"53" "10" "cor" 1999-04-25 0 31 7 0 0
"53" "10" "cor" 1999-05-03 0 39 8 0 0
"53" "10" "cor" 1999-05-10 0 46 7 0 0
"53" "10" "cor" 1999-05-17 0 53 7 0 0
"53" "10" "cor" 1999-05-24 0 60 7 0 0
"53" "10" "cor" 1999-05-31 0 67 7 0 0
"53" "10" "cor" 1999-06-07 0 74 7 0 0
"53" "10" "cor" 1999-06-13 0 80 6 0 0
"53" "10" "cor" 1999-06-20 0 87 7 0 0
"53" "10" "cor" 1999-06-27 0 94 7 0 0
"53" "10" "cor" 1999-07-05 0 102 8 0 0
"53" "10" "cor" 1999-07-11 0 108 6 0 0
"53" "10" "cor" 1999-07-18 0 115 7 0 0
"53" "10" "cor" 1999-07-25 0 122 7 0 0
"53" "10" "cor" 1999-08-01 0 129 7 0 0
"53" "10" "cor" 1999-08-08 0 136 7 0 0
"53" "10" "cor" 1999-08-15 0 143 7 0 0
"53" "10" "cor" 1999-08-22 0 150 7 0 0
"53" "10" "cor" 1999-08-30 0 158 8 0 0
"53" "10" "cor" 1999-09-05 0 164 6 0 0
"53" "10" "cor" 1999-09-15 0 174 10 0 0
"53" "10" "cor" 1999-09-19 0 178 4 0 0
"53" "10" "cor" 1999-09-28 0 187 9 0 0
"53" "10" "cor" 1999-10-03 0 192 5 0 0
"53" "10" "cor" 1999-10-12 0 201 9 0 0
"53" "10" "cor" 1999-10-19 0 208 7 0 0
"53" "10" "cor" 1999-10-26 0 215 7 0 0
"53" "10" "cor" 1999-10-31 0 220 5 0 0
"53" "10" "cor" 1999-11-07 0 227 7 0 0
"53" "10" "cor" 1999-11-14 0 234 7 0 0
"53" "10" "cor" 1999-11-21 0 241 7 0 0
"53" "10" "cor" 1999-11-28 0 248 7 0 0
"54" "10" "abz" 1999-03-25 5 0 NA NA NA
"54" "10" "abz" 1999-03-28 5 3 3 0 5
"54" "10" "abz" 1999-04-04 5 10 7 0 5
"54" "10" "abz" 1999-04-11 5 17 7 0 5
"54" "10" "abz" 1999-04-18 5 24 7 0 5
"54" "10" "abz" 1999-04-25 5 31 7 0 5
"54" "10" "abz" 1999-05-03 5 39 8 0 5
"54" "10" "abz" 1999-05-10 5 46 7 0 5
"54" "10" "abz" 1999-05-17 5 53 7 0 5
"54" "10" "abz" 1999-05-24 3 60 7 2 5
"54" "10" "abz" 1999-05-31 3 67 7 0 3
"54" "10" "abz" 1999-06-07 3 74 7 0 3
"54" "10" "abz" 1999-06-13 3 80 6 0 3
"54" "10" "abz" 1999-06-20 3 87 7 0 3
"54" "10" "abz" 1999-06-27 3 94 7 0 3
"54" "10" "abz" 1999-07-05 3 102 8 0 3
"54" "10" "abz" 1999-07-11 3 108 6 0 3
"54" "10" "abz" 1999-07-18 3 115 7 0 3
"54" "10" "abz" 1999-07-25 3 122 7 0 3
"54" "10" "abz" 1999-08-01 3 129 7 0 3
"54" "10" "abz" 1999-08-08 3 136 7 0 3
"54" "10" "abz" 1999-08-15 3 143 7 0 3
"54" "10" "abz" 1999-08-22 3 150 7 0 3
"54" "10" "abz" 1999-08-30 3 158 8 0 3
"54" "10" "abz" 1999-09-05 3 164 6 0 3
"54" "10" "abz" 1999-09-15 3 174 10 0 3
"54" "10" "abz" 1999-09-19 3 178 4 0 3
"54" "10" "abz" 1999-09-28 3 187 9 0 3
"54" "10" "abz" 1999-10-03 3 192 5 0 3
"54" "10" "abz" 1999-10-12 3 201 9 0 3
"54" "10" "abz" 1999-10-19 3 208 7 0 3
"54" "10" "abz" 1999-10-26 3 215 7 0 3
"54" "10" "abz" 1999-10-31 3 220 5 0 3
"54" "10" "abz" 1999-11-07 3 227 7 0 3
"54" "10" "abz" 1999-11-14 3 234 7 0 3
"54" "10" "abz" 1999-11-21 3 241 7 0 3
"54" "10" "abz" 1999-11-28 3 248 7 0 3
"55" "10" "cd" 1999-03-25 4 0 NA NA NA
"55" "10" "cd" 1999-03-28 0 3 3 4 4
"55" "10" "cd" 1999-04-04 0 10 7 0 0
"55" "10" "cd" 1999-04-11 0 17 7 0 0
"55" "10" "cd" 1999-04-18 0 24 7 0 0
"55" "10" "cd" 1999-04-25 0 31 7 0 0
"55" "10" "cd" 1999-05-03 0 39 8 0 0
"55" "10" "cd" 1999-05-10 0 46 7 0 0
"55" "10" "cd" 1999-05-17 0 53 7 0 0
"55" "10" "cd" 1999-05-24 0 60 7 0 0
"55" "10" "cd" 1999-05-31 0 67 7 0 0
"55" "10" "cd" 1999-06-07 0 74 7 0 0
"55" "10" "cd" 1999-06-13 0 80 6 0 0
"55" "10" "cd" 1999-06-20 0 87 7 0 0
"55" "10" "cd" 1999-06-27 0 94 7 0 0
"55" "10" "cd" 1999-07-05 0 102 8 0 0
"55" "10" "cd" 1999-07-11 0 108 6 0 0
"55" "10" "cd" 1999-07-18 0 115 7 0 0
"55" "10" "cd" 1999-07-25 0 122 7 0 0
"55" "10" "cd" 1999-08-01 0 129 7 0 0
"55" "10" "cd" 1999-08-08 0 136 7 0 0
"55" "10" "cd" 1999-08-15 0 143 7 0 0
"55" "10" "cd" 1999-08-22 0 150 7 0 0
"55" "10" "cd" 1999-08-30 0 158 8 0 0
"55" "10" "cd" 1999-09-05 0 164 6 0 0
"55" "10" "cd" 1999-09-15 0 174 10 0 0
"55" "10" "cd" 1999-09-19 0 178 4 0 0
"55" "10" "cd" 1999-09-28 0 187 9 0 0
"55" "10" "cd" 1999-10-03 0 192 5 0 0
"55" "10" "cd" 1999-10-12 0 201 9 0 0
"55" "10" "cd" 1999-10-19 0 208 7 0 0
"55" "10" "cd" 1999-10-26 0 215 7 0 0
"55" "10" "cd" 1999-10-31 0 220 5 0 0
"55" "10" "cd" 1999-11-07 0 227 7 0 0
"55" "10" "cd" 1999-11-14 0 234 7 0 0
"55" "10" "cd" 1999-11-21 0 241 7 0 0
"55" "10" "cd" 1999-11-28 0 248 7 0 0
